Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
20-04-07,West Bengal,Howrah,Bator,Residential and others,4.4,46.1,21,63
24-04-07,West Bengal,Howrah,Bator,Residential and others,5.7,34.2,49,131
28-04-07,West Bengal,Howrah,Bator,Residential and others,4.4,46.6,35,107
5/2/2007,West Bengal,Howrah,Bator,Residential and others,5.1,46.9,72,187
5/4/2007,West Bengal,Howrah,Bator,Residential and others,6.3,65.4,55,132
5/7/2007,West Bengal,Howrah,Bator,Residential and others,5.6,50.9,31,95
5/10/2007,West Bengal,Howrah,Bator,Residential and others,4.7,59.6,41,116
13-05-07,West Bengal,Howrah,Bator,Residential and others,4.3,44.8,47,124
18-05-07,West Bengal,Howrah,Bator,Residential and others,4.4,65,49,136
22-05-07,West Bengal,Howrah,Bator,Residential and others,4.7,45.5,37,110
26-05-07,West Bengal,Howrah,Bator,Residential and others,4.6,47.9,32,104
30-05-07,West Bengal,Howrah,Bator,Residential and others,4.5,48.6,35,106
6/2/2007,West Bengal,Howrah,Bator,Residential and others,4.1,49.2,35,103
6/5/2007,West Bengal,Howrah,Bator,Residential and others,4.9,58.8,39,111
6/7/2007,West Bengal,Howrah,Bator,Residential and others,5.3,65.3,32,87
6/10/2007,West Bengal,Howrah,Bator,Residential and others,5.5,37.4,30,74
13-06-07,West Bengal,Howrah,Bator,Residential and others,4.6,49.4,36,99
18-06-07,West Bengal,Howrah,Bator,Residential and others,5.5,40.7,22,61
22-06-07,West Bengal,Howrah,Bator,Residential and others,5.1,40.2,21,71
27-06-07,West Bengal,Howrah,Bator,Residential and others,4.4,43.8,18,63
30-06-07,West Bengal,Howrah,Bator,Residential and others,4.1,32.7,31,97
7/3/2007,West Bengal,Howrah,Bator,Residential and others,4.4,29.7,22,66
7/6/2007,West Bengal,Howrah,Bator,Residential and others,4.4,32.1,24,67
7/10/2007,West Bengal,Howrah,Bator,Residential and others,4.5,39.9,29,84
7/12/2007,West Bengal,Howrah,Bator,Residential and others,4.8,49.1,40,112
15-07-07,West Bengal,Howrah,Bator,Residential and others,4.3,33.5,20,54
18-07-07,West Bengal,Howrah,Bator,Residential and others,4.9,60.6,19,55
23-07-07,West Bengal,Howrah,Bator,Residential and others,4.2,44.3,30,91
28-07-07,West Bengal,Howrah,Bator,Residential and others,4.1,36.5,23,79
31-07-07,West Bengal,Howrah,Bator,Residential and others,4.6,44.1,21,57
8/3/2007,West Bengal,Howrah,Bator,Residential and others,4.5,33.6,26,82
8/8/2007,West Bengal,Howrah,Bator,Residential and others,4.4,29.4,28,78
8/11/2007,West Bengal,Howrah,Bator,Residential and others,4.3,35.8,57,150
16-08-07,West Bengal,Howrah,Bator,Residential and others,4.4,35.8,44,115
18-08-07,West Bengal,Howrah,Bator,Residential and others,4.2,30.5,30,82
20-08-07,West Bengal,Howrah,Bator,Residential and others,4.6,57.5,63,167
23-08-07,West Bengal,Howrah,Bator,Residential and others,4.2,33,24,73
26-08-07,West Bengal,Howrah,Bator,Residential and others,4.2,26.7,20,54
28-08-07,West Bengal,Howrah,Bator,Residential and others,4.5,36.7,28,82
9/5/2007,West Bengal,Howrah,Bator,Residential and others,4.5,49.6,41,112
9/8/2007,West Bengal,Howrah,Bator,Residential and others,4.5,45,25,78
9/11/2007,West Bengal,Howrah,Bator,Residential and others,4.4,40.5,67,145
14-09-07,West Bengal,Howrah,Bator,Residential and others,4.7,50.4,41,104
17-09-07,West Bengal,Howrah,Bator,Residential and others,4.6,55.5,47,124
20-09-07,West Bengal,Howrah,Bator,Residential and others,4.1,44,56,136
23-09-07,West Bengal,Howrah,Bator,Residential and others,4.3,28.6,17,65
28-09-07,West Bengal,Howrah,Bator,Residential and others,4.2,43.2,38,110
10/4/2007,West Bengal,Howrah,Bator,Residential and others,4.8,45,46,115
10/6/2007,West Bengal,Howrah,Bator,Residential and others,4.6,43.6,52,139
10/8/2007,West Bengal,Howrah,Bator,Residential and others,5.9,54.9,57,132
10/10/2007,West Bengal,Howrah,Bator,Residential and others,4.7,48.8,94,191
14-10-07,West Bengal,Howrah,Bator,Residential and others,6.5,51.4,24,65
16-10-07,West Bengal,Howrah,Bator,Residential and others,4.9,54.2,57,128
22-10-07,West Bengal,Howrah,Bator,Residential and others,4.8,50.8,113,200
23-10-07,West Bengal,Howrah,Bator,Residential and others,NA,NA,NA,NA
26-10-07,West Bengal,Howrah,Bator,Residential and others,5.3,54.7,121,242
29-10-07,West Bengal,Howrah,Bator,Residential and others,4.4,56.3,80,177
11/1/2007,West Bengal,Howrah,Bator,Residential and others,4.7,46.7,68,166
11/4/2007,West Bengal,Howrah,Bator,Residential and others,4.2,33.3,125,244
11/6/2007,West Bengal,Howrah,Bator,Residential and others,4.5,56.9,196,346
13-11-07,West Bengal,Howrah,Bator,Residential and others,4.5,53.5,82,209
17-11-07,West Bengal,Howrah,Bator,Residential and others,4.7,51.1,107,227
21-11-07,West Bengal,Howrah,Bator,Residential and others,4,64.2,134,277
23-11-07,West Bengal,Howrah,Bator,Residential and others,4.6,48.7,151,262
26-11-07,West Bengal,Howrah,Bator,Residential and others,6.3,62.2,215,381
30-11-07,West Bengal,Howrah,Bator,Residential and others,6.4,51.3,281,464
12/4/2007,West Bengal,Howrah,Bator,Residential and others,4.9,66.8,200,330
12/7/2007,West Bengal,Howrah,Bator,Residential and others,4.7,71.7,200,389
13-12-07,West Bengal,Howrah,Bator,Residential and others,7.6,77.3,294,470
15-12-07,West Bengal,Howrah,Bator,Residential and others,5.9,67.7,225,457
17-12-07,West Bengal,Howrah,Bator,Residential and others,6.4,64.1,206,401
22-12-07,West Bengal,Howrah,Bator,Residential and others,7.6,80,221,445
26-12-07,West Bengal,Howrah,Bator,Residential and others,5.8,88.7,391,609
28-12-07,West Bengal,Howrah,Bator,Residential and others,6.3,75.9,297,548
30-12-07,West Bengal,Howrah,Bator,Residential and others,5.2,78.3,307,491
1/2/2007,West Bengal,Howrah,Naskarpara,Residential and others,13.1,89.2,314,554
1/5/2007,West Bengal,Howrah,Naskarpara,Residential and others,13.4,104.1,281,478
1/9/2007,West Bengal,Howrah,Naskarpara,Residential and others,14.3,85.7,326,512
1/12/2007,West Bengal,Howrah,Naskarpara,Residential and others,14.7,114.2,312,505
14-01-07,West Bengal,Howrah,Naskarpara,Residential and others,12.1,98.5,213,436
18-01-07,West Bengal,Howrah,Naskarpara,Residential and others,17.4,110,416,693
24-01-07,West Bengal,Howrah,Naskarpara,Residential and others,16.4,104.8,307,508
27-01-07,West Bengal,Howrah,Naskarpara,Residential and others,14.2,106.9,316,567
29-01-07,West Bengal,Howrah,Naskarpara,Residential and others,17.4,121.6,232,426
2/2/2007,West Bengal,Howrah,Naskarpara,Residential and others,13.3,104.1,140,332
2/5/2007,West Bengal,Howrah,Naskarpara,Residential and others,16.4,87.1,116,229
2/9/2007,West Bengal,Howrah,Naskarpara,Residential and others,11.8,91,117,243
2/11/2007,West Bengal,Howrah,Naskarpara,Residential and others,20.6,84.3,114,241
15-02-07,West Bengal,Howrah,Naskarpara,Residential and others,17.6,83.4,170,326
21-02-07,West Bengal,Howrah,Naskarpara,Residential and others,19,73.1,122,276
24-02-07,West Bengal,Howrah,Naskarpara,Residential and others,11.1,64.9,201,364
27-02-07,West Bengal,Howrah,Naskarpara,Residential and others,9.5,74.1,123,270
3/1/2007,West Bengal,Howrah,Naskarpara,Residential and others,9.9,53,76,179
3/7/2007,West Bengal,Howrah,Naskarpara,Residential and others,7.2,86,158,305
3/9/2007,West Bengal,Howrah,Naskarpara,Residential and others,13.4,64.6,72,160
3/11/2007,West Bengal,Howrah,Naskarpara,Residential and others,8.8,69.4,71,145
16-03-07,West Bengal,Howrah,Naskarpara,Residential and others,7.1,57.3,100,205
19-03-07,West Bengal,Howrah,Naskarpara,Residential and others,11.1,95.8,95,190
24-03-07,West Bengal,Howrah,Naskarpara,Residential and others,8.2,86.7,106,215
27-03-07,West Bengal,Howrah,Naskarpara,Residential and others,9,81.5,131,278
29-03-07,West Bengal,Howrah,Naskarpara,Residential and others,7.1,73.5,89,189
4/2/2007,West Bengal,Howrah,Naskarpara,Residential and others,7.8,69.2,64,155
4/4/2007,West Bengal,Howrah,Naskarpara,Residential and others,8.3,56.6,52,123
4/8/2007,West Bengal,Howrah,Naskarpara,Residential and others,8,61.7,99,247
4/12/2007,West Bengal,Howrah,Naskarpara,Residential and others,7.3,53.8,65,141
17-04-07,West Bengal,Howrah,Naskarpara,Residential and others,7.8,50.7,42,112
20-04-07,West Bengal,Howrah,Naskarpara,Residential and others,8.5,44.8,33,93
24-04-07,West Bengal,Howrah,Naskarpara,Residential and others,9.5,36.5,37,99
28-04-07,West Bengal,Howrah,Naskarpara,Residential and others,6.3,45.7,40,119
5/2/2007,West Bengal,Howrah,Naskarpara,Residential and others,8.1,80.7,93,178
5/4/2007,West Bengal,Howrah,Naskarpara,Residential and others,7.8,70.9,67,156
5/7/2007,West Bengal,Howrah,Naskarpara,Residential and others,6.6,43.5,36,97
5/10/2007,West Bengal,Howrah,Naskarpara,Residential and others,7.7,65.3,42,101
13-05-07,West Bengal,Howrah,Naskarpara,Residential and others,6.9,60.4,55,134
18-05-07,West Bengal,Howrah,Naskarpara,Residential and others,5.9,71.5,53,138
22-05-07,West Bengal,Howrah,Naskarpara,Residential and others,4.8,54.9,47,125
26-05-07,West Bengal,Howrah,Naskarpara,Residential and others,6,61.7,44,111
30-05-07,West Bengal,Howrah,Naskarpara,Residential and others,5.6,73.2,67,158
6/2/2007,West Bengal,Howrah,Naskarpara,Residential and others,7.3,61,50,132
6/5/2007,West Bengal,Howrah,Naskarpara,Residential and others,4.9,45.8,28,89
6/7/2007,West Bengal,Howrah,Naskarpara,Residential and others,4.7,48.9,31,92
6/10/2007,West Bengal,Howrah,Naskarpara,Residential and others,5.2,44.5,43,100
13-06-07,West Bengal,Howrah,Naskarpara,Residential and others,4.2,55.5,49,115
18-06-07,West Bengal,Howrah,Naskarpara,Residential and others,6.3,46,36,93
22-06-07,West Bengal,Howrah,Naskarpara,Residential and others,8,50.9,19,56
27-06-07,West Bengal,Howrah,Naskarpara,Residential and others,4.7,45.5,29,91
30-06-07,West Bengal,Howrah,Naskarpara,Residential and others,4.7,47.4,31,115
7/3/2007,West Bengal,Howrah,Naskarpara,Residential and others,4.7,34.7,30,78
7/6/2007,West Bengal,Howrah,Naskarpara,Residential and others,4.8,43,21,52
7/10/2007,West Bengal,Howrah,Naskarpara,Residential and others,5.3,48.1,53,132
7/12/2007,West Bengal,Howrah,Naskarpara,Residential and others,5.6,44.9,35,93
15-07-07,West Bengal,Howrah,Naskarpara,Residential and others,7.5,51.4,24,72
18-07-07,West Bengal,Howrah,Naskarpara,Residential and others,5,60.3,28,77
23-07-07,West Bengal,Howrah,Naskarpara,Residential and others,4.9,48.2,52,141
28-07-07,West Bengal,Howrah,Naskarpara,Residential and others,4.9,40.5,30,91
31-07-07,West Bengal,Howrah,Naskarpara,Residential and others,4.7,43,20,67
8/3/2007,West Bengal,Howrah,Naskarpara,Residential and others,6,46.2,50,134
8/8/2007,West Bengal,Howrah,Naskarpara,Residential and others,4.3,38.8,39,103
8/11/2007,West Bengal,Howrah,Naskarpara,Residential and others,5.4,50,44,116
16-08-07,West Bengal,Howrah,Naskarpara,Residential and others,7.2,55.5,55,120
18-08-07,West Bengal,Howrah,Naskarpara,Residential and others,5.7,44.7,37,102
20-08-07,West Bengal,Howrah,Naskarpara,Residential and others,6.2,62.2,59,150
23-08-07,West Bengal,Howrah,Naskarpara,Residential and others,6.1,56.5,25,66
26-08-07,West Bengal,Howrah,Naskarpara,Residential and others,5.6,35.8,25,70
28-08-07,West Bengal,Howrah,Naskarpara,Residential and others,5.5,59.6,44,100
9/5/2007,West Bengal,Howrah,Naskarpara,Residential and others,5.1,64.6,49,118
9/8/2007,West Bengal,Howrah,Naskarpara,Residential and others,5.1,57.1,39,95
9/11/2007,West Bengal,Howrah,Naskarpara,Residential and others,5.2,64.6,88,156
14-09-07,West Bengal,Howrah,Naskarpara,Residential and others,5.8,72.6,48,105
17-09-07,West Bengal,Howrah,Naskarpara,Residential and others,7.4,62.2,51,131
20-09-07,West Bengal,Howrah,Naskarpara,Residential and others,6.5,63.1,40,106
23-09-07,West Bengal,Howrah,Naskarpara,Residential and others,6.2,35.1,15,45
27-09-07,West Bengal,Howrah,Naskarpara,Residential and others,NA,NA,NA,NA
28-09-07,West Bengal,Howrah,Naskarpara,Residential and others,6,50.6,39,117
10/4/2007,West Bengal,Howrah,Naskarpara,Residential and others,7.3,65.4,48,133
10/6/2007,West Bengal,Howrah,Naskarpara,Residential and others,4.7,55,79,175
10/8/2007,West Bengal,Howrah,Naskarpara,Residential and others,10.5,77.3,83,169
10/10/2007,West Bengal,Howrah,Naskarpara,Residential and others,7.5,71.7,88,160
14-10-07,West Bengal,Howrah,Naskarpara,Residential and others,8.5,80.2,29,90
16-10-07,West Bengal,Howrah,Naskarpara,Residential and others,7.9,63.2,77,137
22-10-07,West Bengal,Howrah,Naskarpara,Residential and others,5.5,73.9,113,198
26-10-07,West Bengal,Howrah,Naskarpara,Residential and others,7,76.9,108,211
29-10-07,West Bengal,Howrah,Naskarpara,Residential and others,4.9,74.2,62,154
11/1/2007,West Bengal,Howrah,Naskarpara,Residential and others,6.4,60.1,74,150
11/4/2007,West Bengal,Howrah,Naskarpara,Residential and others,5.9,54.9,115,232
11/6/2007,West Bengal,Howrah,Naskarpara,Residential and others,6.4,81.9,167,278
13-11-07,West Bengal,Howrah,Naskarpara,Residential and others,6.3,79.1,76,157
17-11-07,West Bengal,Howrah,Naskarpara,Residential and others,5.9,79.3,94,202
21-11-07,West Bengal,Howrah,Naskarpara,Residential and others,8.3,63.1,101,187
23-11-07,West Bengal,Howrah,Naskarpara,Residential and others,6.7,57.9,158,269
26-11-07,West Bengal,Howrah,Naskarpara,Residential and others,9.2,77.4,164,309
30-11-07,West Bengal,Howrah,Naskarpara,Residential and others,9.2,88.8,250,400
12/4/2007,West Bengal,Howrah,Naskarpara,Residential and others,9.5,78.7,171,327
12/7/2007,West Bengal,Howrah,Naskarpara,Residential and others,15,78.2,240,449
13-12-07,West Bengal,Howrah,Naskarpara,Residential and others,9.4,105,193,358
15-12-07,West Bengal,Howrah,Naskarpara,Residential and others,9.4,79.9,194,412
17-12-07,West Bengal,Howrah,Naskarpara,Residential and others,10.8,84.9,212,374
22-12-07,West Bengal,Howrah,Naskarpara,Residential and others,10.3,94.5,258,462
26-12-07,West Bengal,Howrah,Naskarpara,Residential and others,12.7,104.9,338,495
28-12-07,West Bengal,Howrah,Naskarpara,Residential and others,16.7,107,291,555
30-12-07,West Bengal,Howrah,Naskarpara,Residential and others,11.4,92.4,258,484
1/2/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,10.1,105.3,236,410
1/6/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,11.1,117.3,284,496
1/9/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,10.6,107.4,267,455
1/11/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,11.9,123.4,327,587
15-01-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,8,135,292,536
18-01-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,11.8,118.3,329,591
21-01-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,10.7,100.6,149,337
27-01-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,12.2,93.5,226,431
29-01-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,10.8,106.8,156,346
2/1/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,12,112.1,199,414
2/5/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,11.3,111.2,103,218
2/8/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.5,90.2,87,184
2/12/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,7.1,105.2,135,312
15-02-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,7.5,113.4,178,420
18-02-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,8.2,121.4,212,453
24-02-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.7,78.4,167,353
26-02-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.7,74.6,128,292
3/1/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.7,73.5,90,237
3/4/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.1,81,127,262
3/6/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.8,88,176,378
14-03-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,9.7,96.5,139,319
17-03-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,7.9,88,90,205
19-03-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6,83,93,214
21-03-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.9,82.2,86,193
25-03-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,7,73.1,92,208
29-03-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.7,78,71,172
4/3/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.7,76.3,70,174
4/6/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.1,50,39,103
4/8/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.1,51.4,145,298
4/11/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.2,53.4,45,110
15-04-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.2,57.7,44,141
20-04-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.7,50.5,44,121
23-04-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.3,48.4,52,136
28-04-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.3,42.4,50,142
5/1/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.3,57.2,48,129
5/5/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.5,53,51,128
5/9/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6,83.7,60,146
5/12/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.3,73.9,71,176
16-05-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.3,70.3,64,163
18-05-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.3,79.4,64,140
21-05-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,4.8,49.3,75,194
24-05-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.7,83.5,44,110
27-05-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.7,52.5,50,131
6/2/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.1,63.6,57,147
6/7/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6,79.6,49,134
6/9/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.9,75.5,47,131
6/11/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.7,58.2,64,159
15-06-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,4.2,69.4,45,127
17-06-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,4.2,55.7,28,77
20-06-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,4.8,52.4,54,144
26-06-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5,46.2,54,144
29-06-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,4.6,41.4,24,67
7/4/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.1,45.7,32,87
7/6/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.3,48.1,22,57
7/8/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.8,55.2,42,102
7/12/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.4,51.9,50,123
18-07-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,4.2,58.9,38,114
21-07-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.3,52.9,49,122
24-07-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.2,54.1,63,171
28-07-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.2,52,38,112
30-07-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.9,56.6,61,154
8/4/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6,48.9,53,153
8/6/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.4,50.3,20,63
8/11/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.2,58.1,56,138
14-08-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.7,50.5,42,106
16-08-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,4.5,50.7,33,101
19-08-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,4.4,54.7,27,79
22-08-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.5,46.3,61,161
30-08-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.6,47.4,37,116
9/1/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.4,52.8,53,126
9/4/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.2,49.6,50,133
9/8/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.2,54.2,37,102
9/10/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.8,61.4,39,105
9/12/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.4,63.3,92,187
17-09-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.5,60.9,61,155
20-09-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,4.5,54.7,57,141
23-09-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,4.4,35.5,17,49
28-09-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.8,66.3,46,107
30-09-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.1,50.4,40,104
10/3/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.4,67,60,134
10/8/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.6,61.1,65,109
10/12/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.8,67.3,120,232
16-10-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.6,76.9,77,153
18-10-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,7.7,83.4,83,185
23-10-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6,74.2,167,286
27-10-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.8,76.3,102,209
31-10-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.3,50,57,134
11/3/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.3,78.2,97,215
11/6/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.2,77.8,117,261
11/9/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.4,68,242,447
11/11/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,7.1,65.5,179,331
14-11-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,11.6,81.6,86,179
19-11-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.1,67.3,82,162
22-11-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.6,72.9,143,283
25-11-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5.6,69.2,132,245
28-11-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,5,89.9,171,284
12/2/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,6.3,79.9,120,263
12/8/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,7.4,104.6,142,277
12/10/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,7.4,87.2,222,381
12/12/2007,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,7.8,106.1,305,536
18-12-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,9.8,112.1,192,403
21-12-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,10.1,104.6,276,452
27-12-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,8.8,118.2,259,465
29-12-07,West Bengal,Kolkata,Behala Chowrasta,Industrial Areas,11.4,121.3,221,437
5/4/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,15.1,66.1,101,360
5/8/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,7.6,41.9,86,213
5/10/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6,28.4,54,181
15-05-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,15.2,28.2,76,219
17-05-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6.1,41.9,125,337
22-05-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,9.4,52.4,99,429
24-05-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,11.8,43.3,100,648
26-05-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,7.6,30.6,69,241
6/5/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,13.5,16.7,66,203
6/7/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,9.7,27,83,280
6/12/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,7.7,75.5,95,331
15-06-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,10.7,53.6,78,331
19-06-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,9.7,53.7,101,372
21-06-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,8.7,24.5,90,142
26-06-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,8.1,81.6,55,109
28-06-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,8.2,34.7,23,71
8/2/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6.1,24.7,77,105
8/6/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6,35.3,173,210
8/9/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,15.1,117.4,133,289
13-08-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,13.7,74.9,92,213
16-08-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,7.8,32.7,113,282
20-08-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,7.4,69.5,77,164
22-08-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6.6,38.5,100,271
27-08-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6.6,48.2,60,152
9/5/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,14.2,26.4,111,212
9/10/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,9.3,40.9,93,275
9/12/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,20.2,49.6,174,410
14-09-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,9.3,46.8,56,88
17-09-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,8.2,77.5,112,208
26-09-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,12.2,62.5,83,187
28-09-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6.6,NA,76,185
